Company,Sector,PE,3Y High,3Y Low,% Assets
NIIT Technologies,Technology,22.63,1.86,0.13,0.13
Aditya Birla Capital,Financial,20.58,0.19,0,0.08
816. UTI Capital Protection Oriented Scheme Series VIII-II (1831 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,2.25,0,2.22
ICICI Bank,Financial,54.6,2.05,0,2
Tata Global Beverages,FMCG,41.99,1.86,0,1.52
Dr. Reddy's Lab,Healthcare,21.78,1.39,0,1.24
Larsen & Toubro,Construction,21.91,1.31,0,1.22
Jubilant FoodWorks,Services,63.69,1.41,0,1.17
Torrent Power,Energy,14.18,1.04,0,0.96
Aurobindo Pharma,Healthcare,10.96,1.31,0,0.89
GAIL,Energy,9.59,1.17,0,0.77
Bharti Airtel,Communication,0,0.92,0,0.77
Sun Pharmaceutical Inds.,Healthcare,31.92,1.42,0,0.7
Wipro,Technology,14.63,0.86,0,0.64
Sun TV Network,Services,14.87,1.48,0,0.64
IDFC,Financial,34.53,1.13,0,0.56
Grasim Industries,Construction,25.9,0.89,0,0.47
Ajanta Pharma,Healthcare,22.13,0.73,0,0.46
Mphasis,Technology,16,0.61,0,0.43
Indian Oil Corp.,Energy,9.68,0.7,0,0.4
Castrol India,Energy,18.17,0.57,0,0.32
Triveni Turbine,Engineering,28.08,0.49,0,0.3
Coal India,Energy,7.02,0.54,0,0.29
NIIT Technologies,Technology,22.63,1.55,0,0.11
Aditya Birla Capital,Financial,20.58,0.19,0,0.08
817. UTI Capital Protection Oriented Scheme Series VIII-III (1281 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,1.45,0,1.44
Infosys,Technology,17.88,1.32,0,1.3
Larsen & Toubro,Construction,21.91,0.91,0,0.85
ICICI Bank,Financial,54.6,0.83,0,0.81
Grasim Industries,Construction,25.9,1.06,0,0.56
Sun Pharmaceutical Inds.,Healthcare,31.92,1.09,0,0.55
Wipro,Technology,14.63,0.7,0,0.53
GAIL,Energy,9.59,0.72,0,0.47
Mphasis,Technology,16,0.61,0,0.43
ONGC,Energy,6.74,0.67,0,0.4
Dr. Reddy's Lab,Healthcare,21.78,0.51,0,0.37
Mahindra & Mahindra,Automobile,12.49,0.66,0,0.36
Oracle Fin Ser Software,Technology,19.26,0.5,0,0.34
Castrol India,Energy,18.17,0.45,0,0.25
Indian Oil Corp.,Energy,9.68,0.42,0,0.24
Aurobindo Pharma,Healthcare,10.96,0.33,0,0.23
Sun TV Network,Services,14.87,0.54,0,0.23
Pricol,Automobile,0,0.43,0,0.13
Aditya Birla Capital,Financial,20.58,0.23,0,0.09
NIIT Technologies,Technology,22.63,0.94,0,0.06
818. UTI Capital Protection Oriented Scheme Series VIII-IV (1996 Days) - Regular Plan,,,,,
UTI Liquid Cash Direct-G,-,-,-,-,5.58
ICICI Bank,Financial,54.6,2.34,0,2.28
Tata Global Beverages,FMCG,41.99,1.36,0,1.1
Dr. Reddy's Lab,Healthcare,21.78,1.05,0,0.94
Sun Pharmaceutical Inds.,Healthcare,31.92,1.43,0,0.8
NTPC,Energy,10.18,1.09,0,0.78
Grasim Industries,Construction,25.9,1.13,0,0.6
Mahindra & Mahindra,Automobile,12.49,1.05,0,0.56
Mahindra Lifespace,Construction,25.72,0.8,0,0.56
Rane Holdings,Automobile,14.73,1.4,0,0.45
Tata Power,Energy,24.62,0.69,0,0.42
Deccan Cements,Construction,8.49,0.6,0,0.34
Pricol,Automobile,0,0.94,0,0.28
NIIT Technologies,Technology,22.63,1.57,0,0.11
Aditya Birla Capital,Financial,20.58,0.24,0,0.1
819. UTI Capital Protection Oriented Scheme Series VII-IV (1278 Days) - Regular Plan,,,,,
UTI Liquid Cash Direct-G,-,-,-,-,29.13
HDFC Bank,Financial,29.04,1.71,0.96,1.7
ICICI Bank,Financial,54.6,1.23,0.75,1.21
Infosys,Technology,17.88,0.82,0,0.8
Mphasis,Technology,16,1.1,0.54,0.77
ITC,FMCG,24.06,1,0.69,0.72
Emami,FMCG,48.45,0.67,0,0.66
Wipro,Technology,14.63,0.85,0,0.64
Bharti Airtel,Communication,0,0.58,0,0.48
Torrent Power,Energy,14.18,0.45,0,0.41
Gujarat State Petronet,Energy,14.02,0.45,0.3,0.4
Aurobindo Pharma,Healthcare,10.96,0.55,0.29,0.38
GAIL,Energy,9.59,1.05,0.36,0.37
Eris Lifesciences,Healthcare,19.08,0.37,0,0.37
Grasim Industries,Construction,25.9,0.66,0.34,0.35
Sun Pharmaceutical Inds.,Healthcare,31.92,0.76,0.34,0.34
Mahindra & Mahindra,Automobile,12.49,0.46,0.24,0.25
GHCL,Chemicals,5.38,0.37,0,0.23
CARE Ratings Limited,Financial,12.78,0.66,0.18,0.18
Tata Motors DVR,Automobile,-,0.59,0,0.12
NIIT Technologies,Technology,22.63,0.93,0,0.06
820. UTI Capital Protection Oriented Scheme Series VII-V (1281 Days) - Regular Plan,,,,,
UTI Liquid Cash Direct-G,-,-,-,-,10.54
HDFC Bank,Financial,29.04,1.41,0.79,1.4
Jubilant FoodWorks,Services,63.69,1.43,0,1.2
ICICI Bank,Financial,54.6,1.13,0.68,1.11
Infosys,Technology,17.88,0.77,0.49,0.76
Torrent Power,Energy,14.18,0.75,0,0.7
Sun Pharmaceutical Inds.,Healthcare,31.92,1.1,0.53,0.55
Aurobindo Pharma,Healthcare,10.96,0.8,0.37,0.55
Mphasis,Technology,16,0.72,0.35,0.51
GAIL,Energy,9.59,0.74,0,0.49
Indian Oil Corp.,Energy,9.68,0.81,0,0.46
Dr. Reddy's Lab,Healthcare,21.78,0.6,0.21,0.46
Tata Global Beverages,FMCG,41.99,0.57,0,0.45
Mahindra & Mahindra,Automobile,12.49,0.57,0.3,0.31
GHCL,Chemicals,5.38,0.37,0,0.23
Oracle Fin Ser Software,Technology,19.26,0.34,0.23,0.23
Castrol India,Energy,18.17,0.42,0.2,0.22
CARE Ratings Limited,Financial,12.78,0.4,0.11,0.11
NIIT Technologies,Technology,22.63,0.95,0.07,0.07
821. UTI Capital Protection Oriented Scheme Series X-II (1134 Days) - Regular Plan,,,,,
Infosys,Technology,17.88,1.43,0,1.41
Larsen & Toubro,Construction,21.91,1.11,0,1.04
HDFC,Financial,34.78,1.16,0,1.04
ICICI Bank,Financial,54.6,0.96,0,0.94
NTPC,Energy,10.18,0.61,0,0.46
Mahindra & Mahindra,Automobile,12.49,0.77,0,0.45
Bharti Airtel,Communication,0,0.39,0,0.39
Grasim Industries,Construction,25.9,0.6,0,0.38
Vedanta,Metals,7.89,0.54,0,0.37
Hero Motocorp,Automobile,14.47,0.33,0,0.27
GHCL,Chemicals,5.38,0.31,0,0.25
Apollo Tyres,Automobile,18.42,0.22,0,0.16
NMDC,Metals,6.78,0.29,0,0.16
Cholamandalam Financial Holdings,Financial,129.56,0.19,0,0.16
GMDC,Energy,38.61,0.2,0,0.13
822. UTI Children's Career Fund-Investment Plan - Regular Plan,,,,,
HDFC Bank,Financial,29.04,7.88,1.15,7.77
ICICI Bank,Financial,54.6,6.24,2.36,6.24
Infosys,Technology,17.88,6.14,2.5,6.14
Axis Bank,Financial,45.35,5.61,1.54,5.61
Tata Consultancy Services,Technology,24.03,4.32,1.78,3.12
Indusind Bank,Financial,22.19,4.8,0,3.03
Larsen & Toubro,Construction,21.91,4.08,1.51,2.42
Maruti Suzuki India,Automobile,32.29,2.24,0,2.24
Muthoot Finance,Financial,13.62,2.13,0,2.13
Reliance Industries,Energy,21.03,4.45,2.09,2.09
ITC,FMCG,24.06,3.09,1.78,1.95
Ipca Laboratories,Healthcare,22.85,2.17,0,1.93
Whirlpool,Cons Durable,62.92,2.22,1.47,1.93
Crompton Greaves Consumer Electricals,Cons Durable,38.93,1.77,0.68,1.77
NTPC,Energy,10.18,1.69,0,1.69
Kotak Mahindra Bank,Financial,37.49,2.75,1.5,1.68
Cholamandalam Invest. & Fin.,Financial,18.46,3.26,0.94,1.59
Aditya Birla Fashion and Retail,Services,47.12,1.57,0,1.57
Jubilant FoodWorks,Services,63.69,1.5,0,1.5
Shree Cement,Construction,53.3,3.64,1.49,1.49
The Ramco Cements,Construction,30.88,2.24,0,1.48
Britannia Inds.,FMCG,68.74,3.99,1.38,1.38
Eicher Motors,Automobile,26.89,1.3,0,1.3
Hindustan Unilever,FMCG,70.25,1.16,0.91,1.15
Phoenix Mills,Construction,22.61,1.14,0,1.14
823. UTI Children's Career Fund-Savings Plan - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.47,1.67,3.47
ICICI Bank,Financial,54.6,2.49,0.19,2.49
Infosys,Technology,17.88,2.49,1.21,2.49
Axis Bank,Financial,45.35,2.32,1.02,2.32
Indusind Bank,Financial,22.19,1.41,0,1.26
ITC,FMCG,24.06,1.38,1.04,1.17
Essel Propack,Chemicals,19.67,1.42,0.76,1.05
Maruti Suzuki India,Automobile,32.29,1.26,0.74,0.95
Muthoot Finance,Financial,13.62,0.88,0.19,0.88
Sanofi India,Healthcare,36.43,1.01,0.61,0.86
Tata Consultancy Services,Technology,24.03,1.76,0.83,0.83
Reliance Industries,Energy,21.03,1.93,0.82,0.82
MRF,Automobile,24.69,2.19,0.75,0.75
Whirlpool,Cons Durable,62.92,0.74,0.35,0.74
NTPC,Energy,10.18,0.71,0,0.71
Crompton Greaves Consumer Electricals,Cons Durable,38.93,0.71,0,0.71
Larsen & Toubro,Construction,21.91,1.44,0.69,0.69
Aditya Birla Fashion and Retail,Services,47.12,0.66,0.08,0.66
Cholamandalam Invest. & Fin.,Financial,18.46,1.75,0.63,0.63
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.82,0.61,0.18,0.61
Shree Cement,Construction,53.3,1.7,0.61,0.61
Jubilant FoodWorks,Services,63.69,0.59,0,0.59
The Ramco Cements,Construction,30.88,1.86,0.59,0.59
Navneet Education,FMCG,11.36,1.72,0.58,0.58
Britannia Inds.,FMCG,68.74,0.58,0,0.58
824. UTI Core Equity Fund - Regular Plan,,,,,
ICICI Bank,Financial,54.6,6.25,2.85,6.25
Infosys,Technology,17.88,6.65,2.84,4.16
ITC,FMCG,24.06,6.56,2.06,3.73
HDFC,Financial,34.78,5.79,0,3.5
Larsen & Toubro,Construction,21.91,4.58,2.52,3.28
Indusind Bank,Financial,22.19,4.23,0,2.79
Federal Bank,Financial,10.93,2.7,0,2.7
Mphasis,Technology,16,2.76,0,2.53
Bharti Airtel,Communication,0,2.51,0,2.51
Hero Motocorp,Automobile,14.47,2.49,0,2.49
Axis Bank,Financial,45.35,2.77,0,2.44
Vedanta,Metals,7.89,3.62,0,2.34
GAIL,Energy,9.59,2.24,0,2.24
Lupin,Healthcare,47.14,2.62,0,2.03
Sun Pharmaceutical Inds.,Healthcare,31.92,4.22,1.48,2
NTPC,Energy,10.18,2.79,0,1.95
State Bank of India,Financial,30.54,3.4,0,1.94
Indian Hotels,Services,64.59,1.89,0,1.89
LIC Housing Fin.,Financial,7.08,2.11,0,1.85
Muthoot Finance,Financial,13.62,1.92,0,1.85
Aditya Birla Capital,Financial,20.58,1.82,0,1.82
Emami,FMCG,48.45,1.78,0,1.78
Castrol India,Energy,18.17,1.76,0,1.72
Indian Oil Corp.,Energy,9.68,2.4,0,1.68
Max Financial Services,Financial,77.92,1.77,0,1.57
825. UTI Dividend Yield Fund - Regular Plan,,,,,
Infosys,Technology,17.88,9.97,5.8,9.06
Tata Consultancy Services,Technology,24.03,6.42,1.46,5.75
Tech Mahindra,Technology,16.09,6.43,0,5.53
ICICI Bank,Financial,54.6,8.55,4.56,5.06
ITC,FMCG,24.06,5.56,2.15,5.05
Mphasis,Technology,16,6.03,2.2,4.74
Hindustan Unilever,FMCG,70.25,2.75,0.94,2.75
BPCL,Energy,19.29,2.73,1.49,2.73
GAIL,Energy,9.59,3.6,1.22,2.69
NTPC,Energy,10.18,2.95,1.34,2.6
GSK Consumer Healthcare,FMCG,37.03,2.56,0,2.56
Hero Motocorp,Automobile,14.47,2.73,1.72,2.43
Sanofi India,Healthcare,36.43,2.56,1.58,2.34
P&G Hygiene & Health Care,FMCG,92.33,2.25,1.19,2.25
Vedanta,Metals,7.89,2.38,0,2.2
ICICI Prudential Life Insurance Co. Ltd.,Financial,60.82,2.66,1.27,2.1
Great Eastern Shipping Co.,Services,26.93,3.26,1.77,2.03
HPCL,Energy,9.19,1.95,0,1.95
Hindustan Zinc,Metals,11.37,3.45,1.09,1.92
Torrent Pharmaceuticals,Healthcare,58.14,2.06,1.19,1.88
Power Grid Corporation,Energy,7.05,1.91,1.01,1.74
Coromandel International,Chemicals,15.82,1.64,0.92,1.64
ONGC,Energy,6.74,1.91,0,1.51
Indian Oil Corp.,Energy,9.68,1.78,0,1.38
Cummins India,Engineering,23.58,3.09,1.35,1.35
826. UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.72,2.15,2.68
Infosys,Technology,17.88,2.74,1.54,2.68
ICICI Bank,Financial,54.6,1.91,1.1,1.9
Bharti Airtel,Communication,0,1.63,0,1.63
ITC,FMCG,24.06,1.55,1.17,1.24
Cadila Healthcare,Healthcare,15,1.14,0,1.1
Dr. Reddy's Lab,Healthcare,21.78,1.06,0.39,1.05
GAIL,Energy,9.59,1,0,1
LIC Housing Fin.,Financial,7.08,1.41,0,0.96
CESC,Energy,10.85,0.94,0,0.9
Grasim Industries,Construction,25.9,2.46,0.88,0.89
Vedanta,Metals,7.89,0.9,0,0.89
Sun Pharmaceutical Inds.,Healthcare,31.92,1.6,0.47,0.88
Federal Bank,Financial,10.93,1.06,0.61,0.82
Tata Steel,Metals,4.78,0.98,0,0.81
Mphasis,Technology,16,1.76,0.75,0.81
Vardhman Textiles,Textiles,7.66,1.02,0.65,0.69
Torrent Power,Energy,14.18,1.15,0,0.57
Sun TV Network,Services,14.87,0.6,0,0.56
Eris Lifesciences,Healthcare,19.08,0.55,0,0.55
GHCL,Chemicals,5.38,0.59,0,0.52
Larsen & Toubro,Construction,21.91,0.52,0.33,0.5
Mahindra & Mahindra,Automobile,12.49,0.77,0.46,0.48
Cyient,Technology,10.17,0.53,0,0.45
Voltamp Transformers,Engineering,13.44,0.49,0,0.44
827. UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.76,1.96,3.76
ICICI Bank,Financial,54.6,3.24,1.84,3.22
Grasim Industries,Construction,25.9,4.05,1.07,2.54
Infosys,Technology,17.88,2.33,1.29,2.27
ITC,FMCG,24.06,2.52,1.92,2.06
Wipro,Technology,14.63,1.5,0.75,1.21
Tata Global Beverages,FMCG,41.99,1.29,0.57,1.2
State Bank of India,Financial,30.54,1.49,0.95,1.12
Eris Lifesciences,Healthcare,19.08,1.11,0,1.11
Mphasis,Technology,16,1.3,0.66,1.04
NTPC,Energy,10.18,1.2,0.87,0.94
Mahindra & Mahindra,Automobile,12.49,1.36,0.83,0.84
Apollo Tyres,Automobile,18.42,1.14,0.66,0.75
Adani Ports and Special Economic Zone,Services,18.63,0.75,0.52,0.74
Vardhman Textiles,Textiles,7.66,0.73,0.47,0.5
Hero Motocorp,Automobile,14.47,0.67,0.4,0.47
Aditya Birla Capital,Financial,20.58,0.89,0,0.41
Rane Holdings,Automobile,14.73,1.01,0.33,0.37
Tata Power,Energy,24.62,0.55,0.34,0.37
GMDC,Energy,38.61,0.57,0.21,0.21
NIIT Technologies,Technology,22.63,1.56,0.12,0.12
828. UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.78,2.04,3.78
ICICI Bank,Financial,54.6,3.57,2.12,3.54
ITC,FMCG,24.06,2.53,1.89,1.97
Axis Bank,Financial,45.35,2.2,1.36,1.86
Grasim Industries,Construction,25.9,3.09,1.02,1.85
Mphasis,Technology,16,1.97,1.02,1.54
Federal Bank,Financial,10.93,1.66,0.94,1.24
Jubilant FoodWorks,Services,63.69,1.32,0,1.23
Biocon,Healthcare,31.24,1.82,0.89,1.21
Maruti Suzuki India,Automobile,32.29,1.7,0.99,1.2
State Bank of India,Financial,30.54,1.57,1.04,1.17
Tata Global Beverages,FMCG,41.99,1.28,0.57,1.15
Infosys,Technology,17.88,1.09,0.63,1.06
Gujarat State Petronet,Energy,14.02,1.08,0.73,1.05
Mahindra & Mahindra,Automobile,12.49,1.54,0.91,0.92
Sun Pharmaceutical Inds.,Healthcare,31.92,1.6,0.82,0.84
Info Edge (India),Services,100.66,0.71,0.27,0.63
P&G Hygiene & Health Care,FMCG,92.33,0.63,0.38,0.63
Thermax,Engineering,39.88,0.43,0.3,0.41
IDFC,Financial,34.53,0.91,0.4,0.4
Nestle India,FMCG,85.64,0.38,0.17,0.38
Aditya Birla Capital,Financial,20.58,0.68,0,0.3
HCL Technologies,Technology,14.98,0.26,0,0.13
829. UTI Dual Advantage Fixed Term Fund Series III-II (1278 Days) - Regular Plan,,,,,
UTI Liquid Cash Direct-G,-,-,-,-,18.01
HDFC Bank,Financial,29.04,1.89,0.66,1.88
ICICI Bank,Financial,54.6,1.77,1,1.73
Infosys,Technology,17.88,1.46,0.55,1.43
Torrent Power,Energy,14.18,0.8,0,0.75
Mphasis,Technology,16,0.96,0.48,0.73
GAIL,Energy,9.59,1,0.68,0.71
MRF,Automobile,24.69,0.73,0.46,0.58
Sun Pharmaceutical Inds.,Healthcare,31.92,1.09,0.58,0.58
Tata Global Beverages,FMCG,41.99,0.56,0,0.49
P&G Hygiene & Health Care,FMCG,92.33,0.48,0.28,0.48
Mahindra & Mahindra,Automobile,12.49,0.79,0.45,0.47
HCL Technologies,Technology,14.98,0.72,0.31,0.36
Oracle Fin Ser Software,Technology,19.26,0.44,0.16,0.33
NTPC,Energy,10.18,0.41,0.3,0.32
NIIT,Technology,1.26,0.38,0.23,0.31
Exide Industries,Engineering,17.73,0.41,0.27,0.29
Sun TV Network,Services,14.87,0.58,0,0.27
GHCL,Chemicals,5.38,0.37,0,0.25
Aurobindo Pharma,Healthcare,10.96,0.32,0,0.24
Cadila Healthcare,Healthcare,15,0.4,0.16,0.17
NIIT Technologies,Technology,22.63,1.56,0.12,0.12
830. UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.65,2.14,3.65
ICICI Bank,Financial,54.6,2.75,1.77,2.73
Grasim Industries,Construction,25.9,4.31,1.3,2.41
Infosys,Technology,17.88,2.06,1.28,2.01
Mphasis,Technology,16,2.05,1.06,1.48
Federal Bank,Financial,10.93,2.06,1.17,1.44
Maruti Suzuki India,Automobile,32.29,2.06,1.13,1.37
Phoenix Mills,Construction,22.61,1,0.57,0.96
Tata Global Beverages,FMCG,41.99,1.11,0.5,0.93
Gujarat State Petronet,Energy,14.02,0.8,0.55,0.73
Eris Lifesciences,Healthcare,19.08,0.73,0,0.73
Vedanta,Metals,7.89,1.59,0.63,0.69
Mahindra & Mahindra,Automobile,12.49,1.12,0.61,0.62
Sun Pharmaceutical Inds.,Healthcare,31.92,1.33,0.58,0.58
State Bank of India,Financial,30.54,0.68,0.48,0.51
Tata Power,Energy,24.62,0.75,0.41,0.45
ONGC,Energy,6.74,0.74,0.37,0.4
Rane Holdings,Automobile,14.73,1.18,0.39,0.39
Aditya Birla Capital,Financial,20.58,0.95,0,0.39
NIIT Technologies,Technology,22.63,0.89,0.06,0.06
831. UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,3.48,2.02,3.48
ICICI Bank,Financial,54.6,2.77,1.76,2.74
Infosys,Technology,17.88,2.23,1.38,2.17
Grasim Industries,Construction,25.9,3.08,1.09,1.71
ITC,FMCG,24.06,1.79,1.25,1.3
Larsen & Toubro,Construction,21.91,1.3,0.9,1.22
Axis Bank,Financial,45.35,1.41,0.94,1.19
Emami,FMCG,48.45,1.14,0,1.12
Federal Bank,Financial,10.93,1.56,0.91,1.09
GAIL,Energy,9.59,1,0,1
Indusind Bank,Financial,22.19,1.39,0.85,0.92
Vedanta,Metals,7.89,1.03,0,0.91
Cadila Healthcare,Healthcare,15,0.94,0,0.88
Rane Holdings,Automobile,14.73,2.66,0.87,0.87
Tata Global Beverages,FMCG,41.99,1.01,0.44,0.83
NTPC,Energy,10.18,1.1,0.77,0.77
Dr. Reddy's Lab,Healthcare,21.78,1.05,0.54,0.71
Eris Lifesciences,Healthcare,19.08,0.67,0,0.67
Sun Pharmaceutical Inds.,Healthcare,31.92,1.33,0.66,0.66
Vardhman Textiles,Textiles,7.66,1,0.57,0.61
Mphasis,Technology,16,1.89,0.5,0.51
Gujarat State Petronet,Energy,14.02,0.5,0.35,0.45
Oracle Fin Ser Software,Technology,19.26,0.52,0,0.37
Voltamp Transformers,Engineering,13.44,0.44,0,0.36
Aditya Birla Capital,Financial,20.58,0.68,0,0.28
832. UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,4.05,2.12,4.04
ICICI Bank,Financial,54.6,3.76,2.15,3.71
Infosys,Technology,17.88,2.33,1.31,2.27
Grasim Industries,Construction,25.9,2.78,1.11,1.71
Maruti Suzuki India,Automobile,32.29,2.26,1.36,1.64
Larsen & Toubro,Construction,21.91,1.66,1.04,1.57
Axis Bank,Financial,45.35,1.66,1,1.4
Federal Bank,Financial,10.93,1.7,0.99,1.3
Mphasis,Technology,16,1.24,0.62,0.97
ITC,FMCG,24.06,1.17,0.89,0.93
P&G Hygiene & Health Care,FMCG,92.33,0.83,0,0.83
Gujarat State Petronet,Energy,14.02,0.86,0.58,0.83
Tata Global Beverages,FMCG,41.99,0.87,0.38,0.8
Mahindra & Mahindra,Automobile,12.49,1.25,0.74,0.76
Sun Pharmaceutical Inds.,Healthcare,31.92,1.34,0.71,0.73
Nava Bharat Ventures,Diversified,3.57,0.82,0,0.72
Torrent Pharmaceuticals,Healthcare,58.14,0.72,0.47,0.66
Eris Lifesciences,Healthcare,19.08,0.66,0,0.66
Vardhman Textiles,Textiles,7.66,0.7,0.44,0.47
Thermax,Engineering,39.88,0.47,0.32,0.45
Sun TV Network,Services,14.87,0.91,0,0.44
Castrol India,Energy,18.17,0.71,0,0.43
Oracle Fin Ser Software,Technology,19.26,0.47,0,0.36
Triveni Turbine,Engineering,28.08,0.48,0,0.32
Aditya Birla Capital,Financial,20.58,0.61,0,0.28
833. UTI Dual Advantage Fixed Term Fund Series IV-I (1279 Days) - Regular Plan,,,,,
ICICI Bank,Financial,54.6,1.34,0.81,1.31
Jubilant FoodWorks,Services,63.69,1.44,0.43,1.19
HDFC Bank,Financial,29.04,1.08,0.61,1.07
Infosys,Technology,17.88,0.81,0.51,0.79
Dr. Reddy's Lab,Healthcare,21.78,0.82,0.41,0.73
Larsen & Toubro,Construction,21.91,0.78,0.51,0.72
Torrent Power,Energy,14.18,0.75,0.3,0.69
Power Grid Corporation,Energy,7.05,0.59,0.46,0.48
GAIL,Energy,9.59,0.72,0.46,0.47
Wipro,Technology,14.63,0.57,0.39,0.42
Indian Oil Corp.,Energy,9.68,0.71,0.33,0.4
Phoenix Mills,Construction,22.61,0.43,0,0.4
Aurobindo Pharma,Healthcare,10.96,0.57,0.38,0.39
Mphasis,Technology,16,0.56,0.28,0.39
Sun TV Network,Services,14.87,0.78,0.31,0.33
Sun Pharmaceutical Inds.,Healthcare,31.92,0.66,0.33,0.33
Coal India,Energy,7.02,0.54,0.27,0.29
IDFC,Financial,34.53,0.58,0.29,0.29
Oracle Fin Ser Software,Technology,19.26,0.37,0.25,0.26
NIIT,Technology,1.26,0.31,0,0.23
Castrol India,Energy,18.17,0.35,0.17,0.19
Deccan Cements,Construction,8.49,0.3,0,0.17
Nava Bharat Ventures,Diversified,3.57,0.33,0,0.16
834. UTI Dual Advantage Fixed Term Fund Series IV-II (1278 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,0.91,0,0.9
Dr. Reddy's Lab,Healthcare,21.78,0.72,0,0.64
Larsen & Toubro,Construction,21.91,0.67,0,0.62
NTPC,Energy,10.18,0.84,0,0.6
Infosys,Technology,17.88,0.56,0.36,0.55
Maruti Suzuki India,Automobile,32.29,0.77,0,0.49
Torrent Power,Energy,14.18,0.46,0,0.42
Wipro,Technology,14.63,0.57,0.39,0.42
Atul,Chemicals,26.43,0.43,0,0.42
Vedanta,Metals,7.89,0.96,0,0.4
Sun Pharmaceutical Inds.,Healthcare,31.92,0.69,0.32,0.39
Phoenix Mills,Construction,22.61,0.42,0,0.39
ONGC,Energy,6.74,0.63,0,0.37
Mahindra & Mahindra,Automobile,12.49,0.7,0,0.37
Power Grid Corporation,Energy,7.05,0.43,0.33,0.35
Grasim Industries,Construction,25.9,0.58,0,0.31
Deccan Cements,Construction,8.49,0.4,0,0.23
NIIT,Technology,1.26,0.31,0,0.23
Nava Bharat Ventures,Diversified,3.57,0.3,0,0.15
Aditya Birla Capital,Financial,20.58,0.12,0,0.05
835. UTI Dual Advantage Fixed Term Fund Series IV-III (1279 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,1.46,0,1.44
ICICI Bank,Financial,54.6,1.01,0,0.99
Infosys,Technology,17.88,0.97,0,0.95
NTPC,Energy,10.18,1.05,0,0.75
Torrent Power,Energy,14.18,0.75,0,0.69
Sun Pharmaceutical Inds.,Healthcare,31.92,1.2,0,0.67
Phoenix Mills,Construction,22.61,0.61,0,0.57
Dr. Reddy's Lab,Healthcare,21.78,0.63,0,0.56
Atul,Chemicals,26.43,0.43,0,0.42
Tata Power,Energy,24.62,0.69,0,0.42
ONGC,Energy,6.74,0.63,0,0.37
Deccan Cements,Construction,8.49,0.4,0,0.23
NIIT,Technology,1.26,0.31,0,0.23
Nava Bharat Ventures,Diversified,3.57,0.42,0,0.2
Pricol,Automobile,0,0.43,0,0.13
836. UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,2.34,0,2.31
Infosys,Technology,17.88,1.39,0,1.37
Dr. Reddy's Lab,Healthcare,21.78,1.15,0,1.02
Phoenix Mills,Construction,22.61,0.99,0,0.9
Atul,Chemicals,26.43,0.86,0,0.83
Mahindra Lifespace,Construction,25.72,1.19,0,0.81
NTPC,Energy,10.18,1.12,0,0.78
ONGC,Energy,6.74,1.28,0,0.74
Sun Pharmaceutical Inds.,Healthcare,31.92,1.25,0,0.69
Deccan Cements,Construction,8.49,0.6,0,0.34
837. UTI Dual Advantage Fixed Term Fund Series V-I (1103 Days) - Regular Plan,,,,,
HDFC Bank,Financial,29.04,1.23,0,1.22
ICICI Bank,Financial,54.6,1.02,0,1
Mphasis,Technology,16,1.18,0,0.82
Dr. Reddy's Lab,Healthcare,21.78,0.69,0,0.62
ITC,FMCG,24.06,0.72,0,0.55
ONGC,Energy,6.74,0.82,0,0.48
Grasim Industries,Construction,25.9,0.82,0,0.47
Phoenix Mills,Construction,22.61,0.42,0.31,0.39
Tata Power,Energy,24.62,0.54,0.3,0.33
Mahindra Lifespace,Construction,25.72,0.46,0,0.32
GHCL,Chemicals,5.38,0.37,0,0.23
Ajanta Pharma,Healthcare,22.13,0.36,0,0.22
Nava Bharat Ventures,Diversified,3.57,0.38,0,0.18
Deccan Cements,Construction,8.49,0.16,0,0.09
Tata Motors DVR,Automobile,-,0.27,0,0.06
838. UTI Equity Fund - Regular Plan,,,,,
Bajaj Finance,Financial,47.43,8.3,0,8.17
HDFC Bank,Financial,29.04,8.11,4.38,6.46
Kotak Mahindra Bank,Financial,37.49,4.77,1.81,4.77
HDFC,Financial,34.78,5.5,2.5,4.07
Indusind Bank,Financial,22.19,5.86,3.94,3.94
Tata Consultancy Services,Technology,24.03,4.56,2.78,3.88
Infosys,Technology,17.88,5.59,3.19,3.74
